Date_collected,Collector_1,Collector_2,N_leaves,Species,Bag_label,Date_weighed,Weigher,Leaf_mass_g,Petiole_mass_g,ck_date_weighed,ck_weigher,ck_leaf_mass_g,ck_petiole_mass_g,Notes,Scans
2018-06-19,Elizabeth Simpson,,5,Lactuca serriola,1233-3a,2018-11-09,Hillary Woolf,0.23,0,,,,,,
2018-06-19,Elizabeth Simpson,,5,Lactuca serriola,1233-3b,2018-11-09,Hillary Woolf,0.229,0,,,,,,
2018-06-19,Elizabeth Simpson,,5,Lactuca serriola,1233-3c,2018-11-09,Hillary Woolf,0.188,0,2018-12-07,Elizabeth Simpson,0.189,0,,
2018-06-19,Elizabeth Simpson,,5,Lactuca serriola,1233-3d,2018-11-09,Hillary Woolf,0.29,0,,,,,,
2018-06-19,Elizabeth Simpson,,5,Lactuca serriola,1233-3e,2018-11-09,Hillary Woolf,0.292,0,,,,,,
2018-06-19,Elizabeth Simpson,,5,Oenothera caespitosa,1233-4a,2018-11-09,Hillary Woolf,0.487,0.22,,,,,,
2018-06-19,Elizabeth Simpson,,5,Oenothera caespitosa,1233-4b,2018-11-09,Hillary Woolf,0.484,0.151,,,,,,
2018-06-19,Elizabeth Simpson,,5,Oenothera caespitosa,1233-4c,2018-11-09,Hillary Woolf,0.31,0.136,2018-12-07,Elizabeth Simpson,0.324,0.122,,
2018-06-19,Elizabeth Simpson,,5,Oenothera caespitosa,1233-4d,2018-11-09,Hillary Woolf,0.441,0.207,,,,,,
2018-06-19,Elizabeth Simpson,,5,Oenothera caespitosa,1233-4e,2018-11-09,Hillary Woolf,0.525,0.189,,,,,,
2018-06-19,Elizabeth Simpson,,5,Elymus lanceolatus,1233-8a,2018-11-09,Hillary Woolf,0.105,0,,,,,,
2018-06-19,Elizabeth Simpson,,5,Elymus lanceolatus,1233-8b,2018-11-09,Hillary Woolf,0.111,0,2018-12-07,Elizabeth Simpson,0.111,0,,
2018-06-19,Elizabeth Simpson,,5,Elymus lanceolatus,1233-8c,2018-11-09,Hillary Woolf,0.153,0,,,,,,
2018-06-19,Elizabeth Simpson,,5,Elymus lanceolatus,1233-8d,2018-11-09,Hillary Woolf,0.16,0,,,,,,
2018-06-19,Elizabeth Simpson,,5,Elymus lanceolatus,1233-8e,2018-11-09,Hillary Woolf,0.121,0,,,,,,
2018-06-20,Elizabeth Simpson,,5,Purshia tridentata,1211-1a-L5,2018-11-09,Hillary Woolf,0.04,0,,,,,,
2018-06-20,Elizabeth Simpson,,5,Purshia tridentata,1211-1a-R5,2018-11-09,Hillary Woolf,0.044,0,,,,,,
2018-06-20,Elizabeth Simpson,,5,Purshia tridentata,1211-1b-L5,2018-11-09,Hillary Woolf,0.052,0,2018-12-07,Elizabeth Simpson,0.052,0,,
2018-06-20,Elizabeth Simpson,,5,Purshia tridentata,1211-1b-R5,2018-11-09,Hillary Woolf,0.057,0,,,,,,
2018-06-20,Elizabeth Simpson,,5,Purshia tridentata,1211-1c-L5,2018-11-09,Hillary Woolf,0.044,0,2018-12-07,Elizabeth Simpson,0.045,0,,
2018-06-20,Elizabeth Simpson,,5,Purshia tridentata,1211-1c-R5,2018-11-09,Hillary Woolf,0.059,0,,,,,,
2018-06-20,Elizabeth Simpson,,5,Purshia tridentata,1211-1d-L5,2018-11-09,Hillary Woolf,0.051,0,,,,,,
2018-06-20,Elizabeth Simpson,,5,Purshia tridentata,1211-1d-R5,2018-11-09,Hillary Woolf,0.065,0,,,,,,
2018-06-20,Elizabeth Simpson,,5,Purshia tridentata,1211-1e-L5,2018-11-09,Hillary Woolf,0.04,0,,,,,,
2018-06-20,Elizabeth Simpson,,5,Purshia tridentata,1211-1e-R5,2018-11-09,Hillary Woolf,0.038,0,,,,,,
2018-06-20,Elizabeth Simpson,,5,Tragopogon dubius,1211-2a,2018-11-09,Hillary Woolf,0.247,0,,,,,,
2018-06-20,Elizabeth Simpson,,5,Tragopogon dubius,1211-2b,2018-11-09,Hillary Woolf,0.276,0,,,,,,
2018-06-20,Elizabeth Simpson,,5,Tragopogon dubius,1211-2c,2018-11-09,Hillary Woolf,0.28,0,2018-12-07,Elizabeth Simpson,0.281,0,,
2018-06-20,Elizabeth Simpson,,5,Tragopogon dubius,1211-2d,2018-11-09,Hillary Woolf,0.236,0,,,,,,
2018-06-20,Elizabeth Simpson,,5,Tragopogon dubius,1211-2e,2018-11-09,Hillary Woolf,0.235,0,,,,,,
2018-06-20,Elizabeth Simpson,,5,Pseudoroegneria spicata,1211-7a,2018-11-09,Hillary Woolf,0.165,0,2018-12-07,Elizabeth Simpson,0.165,0,,
2018-06-20,Elizabeth Simpson,,5,Pseudoroegneria spicata,1211-7b,2018-11-09,Hillary Woolf,0.187,0,,,,,,
2018-06-20,Elizabeth Simpson,,5,Pseudoroegneria spicata,1211-7c,2018-11-09,Hillary Woolf,0.189,0,,,,,,
2018-06-20,Elizabeth Simpson,,5,Pseudoroegneria spicata,1211-7d,2018-11-09,Hillary Woolf,0.158,0,,,,,,
2018-06-20,Elizabeth Simpson,,5,Pseudoroegneria spicata,1211-7e,2018-11-09,Hillary Woolf,0.142,0,,,,,,
2018-06-20,Elizabeth Simpson,,5,Lactuca serriola,1211-8a,2018-11-09,Hillary Woolf,0.318,0,,,,,,
2018-06-20,Elizabeth Simpson,,5,Lactuca serriola,1211-8b,2018-11-09,Hillary Woolf,0.18,0,,,,,,
2018-06-20,Elizabeth Simpson,,5,Lactuca serriola,1211-8c,2018-11-09,Hillary Woolf,0.258,0,2018-12-07,Elizabeth Simpson,0.259,0,,
2018-06-20,Elizabeth Simpson,,5,Lactuca serriola,1211-8d,2018-11-09,Hillary Woolf,0.475,0,,,,,,
2018-06-20,Elizabeth Simpson,,5,Lactuca serriola,1211-8e,2018-11-09,Hillary Woolf,0.425,0,,,,,,
2018-06-20,Elizabeth Simpson,,5,Lithospermum ruderale,1211-9a,2018-11-09,Hillary Woolf,0.187,0,2018-12-07,Elizabeth Simpson,0.187,0,,
2018-06-20,Elizabeth Simpson,,5,Lithospermum ruderale,1211-9b,2018-11-09,Hillary Woolf,0.176,0,,,,,,
2018-06-20,Elizabeth Simpson,,5,Lithospermum ruderale,1211-9c,2018-11-09,Hillary Woolf,0.151,0,,,,,,
2018-06-20,Elizabeth Simpson,,5,Lithospermum ruderale,1211-9d,2018-11-09,Hillary Woolf,0.149,0,,,,,,
2018-06-20,Elizabeth Simpson,,5,Lithospermum ruderale,1211-9e,2018-11-09,Hillary Woolf,0.168,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Crepis acuminata,2111-3a,2018-11-12,Hillary Woolf,0.776,0.078,,,,,,
2018-06-22,Elizabeth Simpson,,5,Crepis acuminata,2111-3b,2018-11-12,Hillary Woolf,1.214,0,2018-11-30,Elizabeth Simpson,1.125,0,,
2018-06-22,Elizabeth Simpson,,5,Crepis acuminata,2111-3c,2018-11-12,Hillary Woolf,1.282,0.116,2018-11-30,Elizabeth Simpson,1.154,0,,
2018-06-22,Elizabeth Simpson,,5,Crepis acuminata,2111-3d,2018-11-12,Hillary Woolf,0.974,0.15,,,,,,
2018-06-22,Elizabeth Simpson,,5,Crepis acuminata,2111-3e,2018-11-12,Hillary Woolf,1.296,0.07,,,,,,
2018-06-22,Elizabeth Simpson,,5,Tragopogon dubius,2111-6a,2018-11-12,Hillary Woolf,0.233,0,2018-11-30,Elizabeth Simpson,0.233,0,,
2018-06-22,Elizabeth Simpson,,5,Tragopogon dubius,2111-6b,2018-11-12,Hillary Woolf,0.248,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Tragopogon dubius,2111-6c,2018-11-12,Hillary Woolf,0.231,0,2018-11-30,Elizabeth Simpson,0.231,0,,
2018-06-22,Elizabeth Simpson,,5,Tragopogon dubius,2111-6d,2018-11-12,Hillary Woolf,0.095,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Tragopogon dubius,2111-6e,2018-11-12,Hillary Woolf,0.221,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Symphoricarpos oreophilus,2111-7a-L5,2018-11-12,Hillary Woolf,0.065,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Symphoricarpos oreophilus,2111-7a-R5,2018-11-12,Hillary Woolf,0.063,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Symphoricarpos oreophilus,2111-7b-L5,2018-11-12,Hillary Woolf,0.1,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Symphoricarpos oreophilus,2111-7b-R5,2018-11-12,Hillary Woolf,0.118,0,2018-11-30,Elizabeth Simpson,0.119,0,,
2018-06-22,Elizabeth Simpson,,5,Symphoricarpos oreophilus,2111-7c-L5,2018-11-12,Hillary Woolf,0.078,0,2018-11-30,Elizabeth Simpson,0.079,0,,
2018-06-22,Elizabeth Simpson,,5,Symphoricarpos oreophilus,2111-7c-R5,2018-11-12,Hillary Woolf,0.095,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Symphoricarpos oreophilus,2111-7d-L5,2018-11-12,Hillary Woolf,0.052,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Symphoricarpos oreophilus,2111-7d-R5,2018-11-12,Hillary Woolf,0.072,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Symphoricarpos oreophilus,2111-7e-L5,2018-11-12,Hillary Woolf,0.63,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Symphoricarpos oreophilus,2111-7e-R5,2018-11-12,Hillary Woolf,0.066,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Acer grandidentatum,2111-10a,2018-11-12,Hillary Woolf,1.56,0.163,,,,,,
2018-06-22,Elizabeth Simpson,,5,Acer grandidentatum,2111-10b,2018-11-12,Hillary Woolf,1.402,0.143,,,,,,
2018-06-22,Elizabeth Simpson,,5,Acer grandidentatum,2111-10c,2018-11-12,Hillary Woolf,1.167,0.131,,,,,,
2018-06-22,Elizabeth Simpson,,5,Acer grandidentatum,2111-10d,2018-11-12,Hillary Woolf,1.216,0.105,2018-11-30,Elizabeth Simpson,1.222,0.104,,
2018-06-22,Elizabeth Simpson,,5,Acer grandidentatum,2111-10e,2018-11-12,Hillary Woolf,1.345,0.11,,,,,,
2018-06-22,Elizabeth Simpson,,5,Prunus virginiana,2111-11a,2018-11-12,Hillary Woolf,1.073,0.062,2018-11-30,Elizabeth Simpson,1.078,0.06,,
2018-06-22,Elizabeth Simpson,,5,Prunus virginiana,2111-11b,2018-11-12,Hillary Woolf,1.399,0.089,,,,,,
2018-06-22,Elizabeth Simpson,,5,Prunus virginiana,2111-11c,2018-11-12,Hillary Woolf,0.844,0.051,,,,,,
2018-06-22,Elizabeth Simpson,,5,Prunus virginiana,2111-11d,2018-11-12,Hillary Woolf,1.15,0.057,,,,,,
2018-06-22,Elizabeth Simpson,,5,Prunus virginiana,2111-11e,2018-11-12,Hillary Woolf,0.845,0.051,,,,,,
2018-06-22,Elizabeth Simpson,,5,Tragopogon dubius,2122-1a,2018-11-09,Hillary Woolf,0.208,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Tragopogon dubius,2122-1b,2018-11-09,Hillary Woolf,0.163,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Tragopogon dubius,2122-1c,2018-11-09,Hillary Woolf,0.133,0,2018-12-07,Elizabeth Simpson,0.132,0,,
2018-06-22,Elizabeth Simpson,,5,Tragopogon dubius,2122-1d,2018-11-09,Hillary Woolf,0.197,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Tragopogon dubius,2122-1e,2018-11-09,Hillary Woolf,0.242,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Elymus lanceolatus,2122-5a,2018-11-09,Hillary Woolf,0.156,0,2018-12-07,Elizabeth Simpson,0.154,0,,
2018-06-22,Elizabeth Simpson,,5,Elymus lanceolatus,2122-5b,2018-11-09,Hillary Woolf,0.119,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Elymus lanceolatus,2122-5c,2018-11-09,Hillary Woolf,0.139,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Elymus lanceolatus,2122-5d,2018-11-09,Hillary Woolf,0.159,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Elymus lanceolatus,2122-5e,2018-11-09,Hillary Woolf,0.116,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Lactuca serriola,2122-7a,2018-11-09,Hillary Woolf,0.091,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Lactuca serriola,2122-7b,2018-11-09,Hillary Woolf,0.121,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Lactuca serriola,2122-7c,2018-11-09,Hillary Woolf,0.372,0,2018-12-07,Elizabeth Simpson,0.37,0,,
2018-06-22,Elizabeth Simpson,,5,Lactuca serriola,2122-7d,2018-11-09,Hillary Woolf,0.123,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Lactuca serriola,2122-7e,2018-11-09,Hillary Woolf,0.096,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Crepis acuminata,2122-8a,2018-11-09,Hillary Woolf,1.089,0.327,,,,,,
2018-06-22,Elizabeth Simpson,,5,Crepis acuminata,2122-8b,2018-11-09,Hillary Woolf,1.204,0.337,2018-12-07,Elizabeth Simpson,1.2,0.335,,
2018-06-22,Elizabeth Simpson,,5,Crepis acuminata,2122-8c,2018-11-09,Hillary Woolf,1.676,0.26,,,,,,
2018-06-22,Elizabeth Simpson,,5,Crepis acuminata,2122-8d,2018-11-09,Hillary Woolf,1.21,0.232,,,,,,
2018-06-22,Elizabeth Simpson,,5,Crepis acuminata,2122-8e,2018-11-09,Hillary Woolf,1.968,0.292,,,,,,
2018-06-22,Elizabeth Simpson,,5,Helianthella uniflora,2122-9a,2018-11-09,Hillary Woolf,0.48,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Helianthella uniflora,2122-9b,2018-11-09,Hillary Woolf,0.431,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Helianthella uniflora,2122-9c,2018-11-09,Hillary Woolf,0.296,0,,,,,,
2018-06-22,Elizabeth Simpson,,5,Helianthella uniflora,2122-9d,2018-11-09,Hillary Woolf,0.538,0,2018-12-07,Elizabeth Simpson,0.537,0,,
2018-06-22,Elizabeth Simpson,,5,Helianthella uniflora,2122-9e,2018-11-09,Hillary Woolf,0.821,0,,,,,,
2018-06-25,Elizabeth Simpson,,5,Leymus cinereus,1322-1a,2018-10-22,Hillary Woolf,1.351,0,,,,,,
2018-06-25,Elizabeth Simpson,,5,Leymus cinereus,1322-1b,2018-10-22,Hillary Woolf,0.766,0,2018-12-10,Elizabeth Simpson,0.758,0,,
2018-06-25,Elizabeth Simpson,,5,Leymus cinereus,1322-1c,2018-10-22,Hillary Woolf,1.01,0,,,,,,
2018-06-25,Elizabeth Simpson,,5,Leymus cinereus,1322-1d,2018-10-22,Hillary Woolf,0.913,0,,,,,,
2018-06-25,Elizabeth Simpson,,5,Rosa woodsii,1322-2a,2018-10-29,Hillary Woolf,0.744,0.119,,,,,,
2018-06-25,Elizabeth Simpson,,5,Rosa woodsii,1322-2b,2018-10-29,Hillary Woolf,0.63,0.099,2018-12-10,Elizabeth Simpson,0.625,0.098,,
2018-06-25,Elizabeth Simpson,,5,Rosa woodsii,1322-2c,2018-10-29,Hillary Woolf,0.77,0.146,,,,,,
2018-06-25,Elizabeth Simpson,,5,Rosa woodsii,1322-2d,2018-10-29,Hillary Woolf,0.703,0.116,,,,,,
2018-06-25,Elizabeth Simpson,,5,Rosa woodsii,1322-2e,2018-10-29,Hillary Woolf,0.419,0.061,,,,,,
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3a-A,2018-10-22,Hillary Woolf,2.409,0,2018-12-12,Elizabeth Simpson,2.391,,i1 – 6 bags,
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3a-B,2018-10-22,Hillary Woolf,1.491,0,,,,,i1 – 6 bags,
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3a-C,2018-10-22,Hillary Woolf,3.881,0,,,,,i1 – 6 bags,
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3a-D,2018-10-22,Hillary Woolf,2.069,0,,,,,i1 – 6 bags,
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3a-E,2018-10-22,Hillary Woolf,5.773,0,,,,,i1 – 6 bags,
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3a-petioles,2018-10-22,Hillary Woolf,8.142,0,,,,,i1 – 6 bags,
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3b-A,2018-10-22,Hillary Woolf,2.687,0,,,,,i2 – 6 bags,
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3b-B,2018-10-22,Hillary Woolf,1.174,0,,,,,i2 – 6 bags,
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3b-C,2018-10-22,Hillary Woolf,1.833,0,2018-12-12,Elizabeth Simpson,1.819,,i2 – 6 bags,
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3b-D,2018-10-22,Hillary Woolf,1.815,0,,,,,i2 – 6 bags,
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3b-E,2018-10-22,Hillary Woolf,0.784,0,2018-12-12,Elizabeth Simpson,0.776,0,i2 – 6 bags,
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3b-petioles,2018-10-22,Hillary Woolf,4.822,0,2018-12-12,Elizabeth Simpson,4.776,0,i2 – 6 bags,
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3c-A,2018-10-22,Hillary Woolf,1.069,0,2018-12-12,Elizabeth Simpson,1.059,0,i3 – 6 bags,
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3c-B,2018-10-22,Hillary Woolf,1.544,0,,,,,i3 – 6 bags,
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3c-C,2018-10-22,Hillary Woolf,1.732,0,,,,,i3 – 6 bags,
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3c-D,2018-10-22,Hillary Woolf,0.714,0,,,,,i3 – 6 bags,
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3c-E,2018-10-22,Hillary Woolf,0.785,0,,,,,i3 – 6 bags,
2018-06-25,Elizabeth Simpson,,5,Arctium minus,1322-3c-petioles,2018-10-22,Hillary Woolf,2.821,0,,,,,i3 – 6 bags,
2018-06-25,Elizabeth Simpson,,5,Circium arvense,1322-6a,2018-10-22,Hillary Woolf,1.523,0,,,,,,
2018-06-25,Elizabeth Simpson,,5,Circium arvense,1322-6b,2018-10-22,Hillary Woolf,1.129,0,,,,,,
2018-06-25,Elizabeth Simpson,,5,Circium arvense,1322-6c,2018-10-22,Hillary Woolf,1.211,0,2018-12-10,Elizabeth Simpson,1.198,0,,
2018-06-25,Elizabeth Simpson,,5,Circium arvense,1322-6d,2018-10-22,Hillary Woolf,1.302,0,,,,,,
2018-06-25,Elizabeth Simpson,,5,Circium arvense,1322-6e,2018-10-22,Hillary Woolf,1.176,0,,,,,,
2018-06-25,Elizabeth Simpson,,5,Verbascum thapsus,1322-7a,2018-10-22,Hillary Woolf,2.719,0,,,,,,
2018-06-25,Elizabeth Simpson,,5,Verbascum thapsus,1322-7b,2018-10-22,Hillary Woolf,4.018,0,2018-12-12,Elizabeth Simpson,4.223,0,,
2018-06-25,Elizabeth Simpson,,5,Verbascum thapsus,1322-7c,2018-10-22,Hillary Woolf,1.259,0,,,,,,
2018-06-25,Elizabeth Simpson,,5,Aconitum columbianum,1322-8a,2018-10-29,Hillary Woolf,0.183,0.035,2018-12-10,Elizabeth Simpson,0.181,0.034,,
2018-06-25,Elizabeth Simpson,,5,Aconitum columbianum,1322-8b,2018-10-29,Hillary Woolf,0.146,0.03,,,,,,
2018-06-25,Elizabeth Simpson,,5,Aconitum columbianum,1322-8c,2018-10-29,Hillary Woolf,0.164,0.022,,,,,,
2018-06-25,Elizabeth Simpson,,5,Aconitum columbianum,1322-8d,2018-10-29,Hillary Woolf,0.294,0.044,,,,,,
2018-06-25,Elizabeth Simpson,,5,Aconitum columbianum,1322-8e,2018-10-29,Hillary Woolf,0.24,0.041,,,,,,
2018-06-25,Elizabeth Simpson,,5,Lactuca serriola,1322-9a,2018-10-29,Hillary Woolf,0.587,0,2018-12-10,Elizabeth Simpson,0.582,0,,
2018-06-25,Elizabeth Simpson,,5,Lactuca serriola,1322-9b,2018-10-29,Hillary Woolf,0.139,0,,,,,,
2018-06-25,Elizabeth Simpson,,5,Lactuca serriola,1322-9c,2018-10-29,Hillary Woolf,1.227,0,,,,,,
2018-06-25,Elizabeth Simpson,,5,Cynoglossum officinale,1322-10a,2018-10-29,Hillary Woolf,0.374,0,,,,,,
2018-06-25,Elizabeth Simpson,,5,Cynoglossum officinale,1322-10b,2018-10-29,Hillary Woolf,0.428,0,,,,,,
2018-06-25,Elizabeth Simpson,,5,Cynoglossum officinale,1322-10c,2018-10-29,Hillary Woolf,0.361,0,,,,,,
2018-06-25,Elizabeth Simpson,,5,Cynoglossum officinale,1322-10d,2018-10-29,Hillary Woolf,0.708,0,2018-12-10,Elizabeth Simpson,0.702,0,,
2018-06-25,Elizabeth Simpson,,5,Cynoglossum officinale,1322-10e,2018-10-29,Hillary Woolf,0.859,0,,,,,,
2018-06-25,Elizabeth Simpson,,5,Agastache urticifolia,1322-11a,2018-10-29,Hillary Woolf,0.119,0.012,,,,,,
2018-06-25,Elizabeth Simpson,,5,Agastache urticifolia,1322-11b,2018-10-29,Hillary Woolf,0.336,0.029,,,,,,
2018-06-25,Elizabeth Simpson,,5,Agastache urticifolia,1322-11c,2018-10-29,Hillary Woolf,0.156,0.008,,,,,,
2018-06-25,Elizabeth Simpson,,5,Agastache urticifolia,1322-11d,2018-10-29,Hillary Woolf,0.341,0.012,,,,,,
2018-06-25,Elizabeth Simpson,,5,Agastache urticifolia,1322-11e,2018-10-29,Hillary Woolf,0.27,0.013,2018-12-10,Elizabeth Simpson,0.266,0.012,,
2018-06-25,Elizabeth Simpson,,5,Humulus lupulus,1322-12a,2018-10-22,Hillary Woolf,1.437,0.139,,,,,,
2018-06-25,Elizabeth Simpson,,5,Humulus lupulus,1322-12b,2018-10-22,Hillary Woolf,2.505,0.34,,,,,,
2018-06-25,Elizabeth Simpson,,5,Humulus lupulus,1322-12c,2018-10-22,Hillary Woolf,3.001,0.619,,,,,,
2018-06-25,Elizabeth Simpson,,5,Humulus lupulus,1322-12d,2018-10-22,Hillary Woolf,2.269,0.248,,,,,,
2018-06-25,Elizabeth Simpson,,5,Humulus lupulus,1322-12e,2018-10-22,Hillary Woolf,1.938,0.261,2018-12-10,Elizabeth Simpson,1.914,0.258,,
2018-06-26,Elizabeth Simpson,,5,Physocarpous malvaceus,1333-1a,2018-10-10,Hillary Woolf,0.474,0.034,,,,,,
2018-06-26,Elizabeth Simpson,,5,Physocarpous malvaceus,1333-1b,2018-10-10,Hillary Woolf,0.5,0,,,,,no petioles in bag,
2018-06-26,Elizabeth Simpson,,5,Physocarpous malvaceus,1333-1c,2018-10-10,Hillary Woolf,0.357,0.027,,,,,,
2018-06-26,Elizabeth Simpson,,5,Physocarpous malvaceus,1333-1d,2018-10-10,Hillary Woolf,0.522,0.036,2018-12-10,Elizabeth Simpson,0.514,0.028,,
2018-06-26,Elizabeth Simpson,,5,Physocarpous malvaceus,1333-1e,2018-10-10,Hillary Woolf,0.749,0.057,,,,,,
2018-06-26,Elizabeth Simpson,,5,Mainthemum racemosum,1333-2a,2018-10-10,Hillary Woolf,1.15,0,,,,,,
2018-06-26,Elizabeth Simpson,,5,Mainthemum racemosum,1333-2b,2018-10-10,Hillary Woolf,0.672,0,2018-12-10,Elizabeth Simpson,0.664,0,,
2018-06-26,Elizabeth Simpson,,5,Mainthemum racemosum,1333-2c,2018-10-10,Hillary Woolf,0.728,0,,,,,,
2018-06-26,Elizabeth Simpson,,5,Mainthemum racemosum,1333-2d,2018-10-10,Hillary Woolf,0.778,0,,,,,,
2018-06-26,Elizabeth Simpson,,5,Mainthemum racemosum,1333-2e,2018-10-10,Hillary Woolf,0.725,0,,,,,,
2018-06-26,Elizabeth Simpson,,5,Mahonia repens,1333-3a,2018-10-10,Hillary Woolf,0.411,0,,,,,,
2018-06-26,Elizabeth Simpson,,5,Mahonia repens,1333-3b,2018-10-10,Hillary Woolf,0.365,0,,,,,,
2018-06-26,Elizabeth Simpson,,5,Mahonia repens,1333-3c,2018-10-10,Hillary Woolf,0.506,0,,,,,,
2018-06-26,Elizabeth Simpson,,5,Mahonia repens,1333-3d,2018-10-10,Hillary Woolf,0.33,0,2018-12-10,Elizabeth Simpson,0.327,0,,
2018-06-26,Elizabeth Simpson,,5,Mahonia repens,1333-3e,2018-10-10,Hillary Woolf,0.393,0,,,,,,
2018-06-26,Elizabeth Simpson,,5,Sedum debile,1333-4a-L5,2018-10-10,Hillary Woolf,0.006,0,,,,,,
2018-06-26,Elizabeth Simpson,,5,Sedum debile,1333-4a-R5,2018-10-10,Hillary Woolf,0.003,0,,,,,,
